;Scopy version,f4beeb1
;Exported on,mardi fevrier 24/02/2026
;Device,M2K
;Nr of samples,3200
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
1037,-0.563,0.209255
1038,-0.562,0.209255
1039,-0.561,0.209255
1040,-0.56,0.209255
1041,-0.559,0.209255
1042,-0.558,0.209255
1043,-0.557,0.209255
1044,-0.556,0.209255
1045,-0.555,0.209255
1046,-0.554,0.209255
1047,-0.553,0.209255
1048,-0.552,0.209255
1049,-0.551,0.209255
1050,-0.55,0.209255
1051,-0.549,0.209255
1052,-0.548,0.209255
1053,-0.547,0.209255
1054,-0.546,0.209255
1055,-0.545,0.209255
1056,-0.544,0.209255
1057,-0.543,0.209255
1058,-0.542,0.209255
1059,-0.541,0.209255
1060,-0.54,0.209255
1061,-0.539,0.209255
1062,-0.538,0.209255
1063,-0.537,0.209255
1064,-0.536,0.209255
1065,-0.535,0.209255
1066,-0.534,0.209255
1067,-0.533,0.209255
1068,-0.532,0.209255
1069,-0.531,0.209255
1070,-0.53,0.209255
1071,-0.529,0.209255
1072,-0.528,0.209255
1073,-0.527,0.209255
1074,-0.526,0.209255
1075,-0.525,0.209255
1076,-0.524,0.212732
1077,-0.523,0.207516
1078,-0.522,0.374445
1079,-0.521,0.426611
1080,-0.52,0.310108
1081,-0.519,0.219688
1082,-0.518,0.210993
1083,-0.517,0.210993
1084,-0.516,0.209255
1085,-0.515,0.209255
1086,-0.514,0.209255
1087,-0.513,0.209255
1088,-0.512,0.209255
1089,-0.511,0.209255
1090,-0.51,0.209255
1091,-0.509,0.209255
1092,-0.508,0.209255
1093,-0.507,0.209255
1094,-0.506,0.209255
1095,-0.505,0.209255
1096,-0.504,0.209255
1097,-0.503,0.209255
1098,-0.502,0.209255
1099,-0.501,0.209255
1100,-0.5,0.209255
1101,-0.499,0.209255
1102,-0.498,0.209255
1103,-0.497,0.209255
1104,-0.496,0.209255
1105,-0.495,0.209255
1106,-0.494,0.209255
